BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, +ACM- beacons, +ACM- IV, LAN IP, ID+AC0-length, ESSID, Key,
30:87:D9:DE:40:A8, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:28:32,4,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:1E:40:A9, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:28:32,4,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,8, wlan.pda, ,
30:87:D9:1E:40:A8, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:28:32,4,54, OPN ,       ,   ,+AC0-80,4,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:DE:3A:18, 2018+AC0-02+AC0-28 18:28:07, 2018+AC0-02+AC0-28 18:28:30,7,54, WPA2, CCMP,PSK,+AC0-79,2,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:9E:40:A8, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:28:32,4,54, WPA2, CCMP TKIP, MGT,+AC0-77,3,0,   0.  0.  0.  0,9, wlan.data, ,
30:87:D9:1E:3A:18, 2018+AC0-02+AC0-28 18:28:07, 2018+AC0-02+AC0-28 18:28:42,7,54, OPN ,       ,   ,+AC0-77,7,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
DC:71:44:D5:E3:58, 2018+AC0-02+AC0-28 18:28:07, 2018+AC0-02+AC0-28 18:28:42,1,54, WPA2, CCMP TKIP,PSK,+AC0-74,5,0,   0.  0.  0.  0,12, UPC246061937, ,
30:87:D9:1E:40:AC, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:28:48,104,54, OPN ,       ,   ,+AC0-90,13,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:1E:40:AD, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:28:48,104,54, WPA2, CCMP,PSK,+AC0-89,11,0,   0.  0.  0.  0,8, wlan.pda, ,
30:87:D9:DE:40:AC, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:28:48,104,54, WPA2, CCMP,PSK,+AC0-88,7,0,   0.  0.  0.  0,9, wlan.ipad, ,
30:87:D9:9E:3A:77, 2018+AC0-02+AC0-28 18:28:37, 2018+AC0-02+AC0-28 18:28:49,120,54, WPA2, CCMP,PSK,+AC0-88,2,0,   0.  0.  0.  0,0, , ,
30:87:D9:9E:40:AD, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:28:48,104,54, WPA2, CCMP,PSK,+AC0-88,13,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:5E:3A:7C, 2018+AC0-02+AC0-28 18:28:25, 2018+AC0-02+AC0-28 18:28:48,120,54, WPA2, CCMP,PSK,+AC0-87,3,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
30:87:D9:5E:3A:7D, 2018+AC0-02+AC0-28 18:28:13, 2018+AC0-02+AC0-28 18:28:49,120,54, WPA2, CCMP,PSK,+AC0-86,4,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
30:87:D9:1E:3A:1C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, OPN ,       ,   ,+AC0-86,10,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:5E:3A:1C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP,PSK,+AC0-86,5,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
30:87:D9:9E:3A:17, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP,PSK,+AC0-86,4,0,   0.  0.  0.  0,0, , ,
30:87:D9:DE:3A:1C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP,PSK,+AC0-86,10,0,   0.  0.  0.  0,9, wlan.ipad, ,
30:87:D9:9E:3A:1D, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP,PSK,+AC0-86,9,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:1E:3A:1D, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP,PSK,+AC0-86,8,0,   0.  0.  0.  0,8, wlan.pda, ,
30:87:D9:9E:3A:7D, 2018+AC0-02+AC0-28 18:28:14, 2018+AC0-02+AC0-28 18:28:48,120,54, WPA2, CCMP,PSK,+AC0-86,4,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:9E:3A:1C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP TKIP, MGT,+AC0-85,8,0,   0.  0.  0.  0,9, wlan.data, ,
30:87:D9:5E:3A:1D, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:48,108,54, WPA2, CCMP,PSK,+AC0-85,10,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
30:87:D9:1E:39:7C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, OPN ,       ,   ,+AC0-82,11,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:5E:39:7D, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-82,11,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
30:87:D9:9E:39:7C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP TKIP, MGT,+AC0-82,10,0,   0.  0.  0.  0,9, wlan.data, ,
30:87:D9:DE:39:7C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-82,10,0,   0.  0.  0.  0,9, wlan.ipad, ,
30:87:D9:1E:39:7D, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-82,10,0,   0.  0.  0.  0,8, wlan.pda, ,
30:87:D9:9E:39:7D, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-82,10,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:5E:39:7C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-82,11,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
30:87:D9:9E:39:77, 2018+AC0-02+AC0-28 18:28:14, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-81,5,0,   0.  0.  0.  0,0, , ,
30:87:D9:9E:3D:9C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP TKIP, MGT,+AC0-79,12,0,   0.  0.  0.  0,9, wlan.data, ,
30:87:D9:5E:3D:9D, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-79,11,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
30:87:D9:9E:3D:9D, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-78,12,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:1E:3D:9C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, OPN ,       ,   ,+AC0-78,12,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:DE:3D:9C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-78,12,0,   0.  0.  0.  0,9, wlan.ipad, ,
30:87:D9:5E:3D:9C, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-78,11,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
30:87:D9:1E:3D:9D, 2018+AC0-02+AC0-28 18:28:03, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-78,11,0,   0.  0.  0.  0,8, wlan.pda, ,
30:87:D9:9E:3D:97, 2018+AC0-02+AC0-28 18:28:14, 2018+AC0-02+AC0-28 18:28:50,136,54, WPA2, CCMP,PSK,+AC0-78,6,0,   0.  0.  0.  0,0, , ,
38:D8:2F:25:CC:EF, 2018+AC0-02+AC0-28 18:28:59, 2018+AC0-02+AC0-28 18:28:59,+AC0-1,54, WPA2, CCMP,PSK,+AC0-90,3,0,   0.  0.  0.  0,11, H369A25CCEE, ,
DC:71:44:D5:E3:50, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,100,54, WPA2, CCMP,PSK,+AC0-86,10,0,   0.  0.  0.  0,12, UPC500909020, ,
34:97:F6:51:0A:E8, 2018+AC0-02+AC0-28 18:28:24, 2018+AC0-02+AC0-28 18:28:59,+AC0-1,54, WPA2, CCMP,PSK,+AC0-85,9,0,   0.  0.  0.  0,8, dewillem, ,
2C:FD:A1:6D:09:74, 2018+AC0-02+AC0-28 18:28:14, 2018+AC0-02+AC0-28 18:29:01,132,54, WPA2, CCMP,PSK,+AC0-85,10,0,   0.  0.  0.  0,13, NightShade+AF8-5G, ,
92:2A:A8:CB:66:1B, 2018+AC0-02+AC0-28 18:28:11, 2018+AC0-02+AC0-28 18:28:58,44,54, WPA2, CCMP,PSK,+AC0-85,15,2,   0.  0.  0.  0,16, Partout DNA 5Ghz, ,
30:87:D9:1E:3A:4D, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP,PSK,+AC0-85,13,0,   0.  0.  0.  0,8, wlan.pda, ,
1C:3A:DE:BC:83:16, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,60,54, WPA2, CCMP,PSK,+AC0-84,5,0,   0.  0.  0.  0,12, HZN502334997, ,
30:87:D9:5E:3A:4D, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP,PSK,+AC0-84,13,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
30:87:D9:9E:3A:4D, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP,PSK,+AC0-84,13,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:9E:3A:47, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP,PSK,+AC0-83,6,0,   0.  0.  0.  0,0, , ,
30:87:D9:1E:3A:4C, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, OPN ,       ,   ,+AC0-83,13,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:DE:3A:4C, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP,PSK,+AC0-83,12,0,   0.  0.  0.  0,9, wlan.ipad, ,
30:87:D9:5E:3A:4C, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP,PSK,+AC0-82,12,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
30:87:D9:9E:3A:4C, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:59,64,54, WPA2, CCMP TKIP, MGT,+AC0-82,12,0,   0.  0.  0.  0,9, wlan.data, ,
AC:22:05:AF:97:06, 2018+AC0-02+AC0-28 18:28:11, 2018+AC0-02+AC0-28 18:28:58,56,54, WPA2WPA , CCMP TKIP,PSK,+AC0-77,13,2,   0.  0.  0.  0,12, Ziggo29F1A12, ,
90:5C:44:29:91:B6, 2018+AC0-02+AC0-28 18:28:13, 2018+AC0-02+AC0-28 18:29:00,112,54, WPA2, CCMP,PSK,+AC0-76,8,2,   0.  0.  0.  0,12, ZiggoFE1255B, ,
54:67:51:0C:13:A1, 2018+AC0-02+AC0-28 18:28:00, 2018+AC0-02+AC0-28 18:28:59,60,54, WPA2WPA , CCMP TKIP,PSK,+AC0-72,14,1,   0.  0.  0.  0,12, Carolien+ACY-Roy, ,
C0:FF:D4:95:0B:45, 2018+AC0-02+AC0-28 18:29:09, 2018+AC0-02+AC0-28 18:29:09,+AC0-1,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,9, Nighthawk, ,
54:FA:3E:BD:31:EC, 2018+AC0-02+AC0-28 18:29:11, 2018+AC0-02+AC0-28 18:29:11,108,54, WPA2, CCMP,PSK,+AC0-87,3,0,   0.  0.  0.  0,12, HZN501247055, ,
9C:C7:A6:CF:FD:C3, 2018+AC0-02+AC0-28 18:29:09, 2018+AC0-02+AC0-28 18:29:09,+AC0-1,54, WPA2, CCMP,PSK,+AC0-81,3,0,   0.  0.  0.  0,19, FRITZ+ACE-Box 7581 XB5G, ,
88:D2:74:82:2C:94, 2018+AC0-02+AC0-28 18:29:10, 2018+AC0-02+AC0-28 18:29:10,+AC0-1,54, WPA2, CCMP,PSK,+AC0-75,2,0,   0.  0.  0.  0,11, H369A822C93, ,
E8:94:F6:C7:91:C6, 2018+AC0-02+AC0-28 18:29:05, 2018+AC0-02+AC0-28 18:29:08,13,54, WPA2WPA , CCMP TKIP,PSK,+AC0-72,2,0,   0.  0.  0.  0,10, UPC0043111, ,
88:03:55:57:00:8D, 2018+AC0-02+AC0-28 18:29:07, 2018+AC0-02+AC0-28 18:29:08,10,54, WPA2, CCMP,PSK,+AC0-61,5,0,   0.  0.  0.  0,13, VGV751957008D, ,
E8:DE:27:5F:42:94, 2018+AC0-02+AC0-28 18:29:21, 2018+AC0-02+AC0-28 18:29:21,44,54, WPA2, CCMP,PSK,+AC0-82,2,0,   0.  0.  0.  0,9, wiga+AF8-tp50, ,
1C:3A:DE:CB:4E:59, 2018+AC0-02+AC0-28 18:29:20, 2018+AC0-02+AC0-28 18:29:20,6,54, WPA2, CCMP TKIP,PSK,+AC0-81,2,0,   0.  0.  0.  0,12, HZN245935240, ,
AC:22:05:1A:26:C3, 2018+AC0-02+AC0-28 18:29:11, 2018+AC0-02+AC0-28 18:29:22,100,54, WPA2, CCMP,PSK,+AC0-79,5,0,   0.  0.  0.  0,12, ZiggoFEAB5CB, ,
58:6D:8F:88:96:67, 2018+AC0-02+AC0-28 18:29:20, 2018+AC0-02+AC0-28 18:29:20,+AC0-1,54, WPA2, CCMP,PSK,+AC0-76,2,0,   0.  0.  0.  0,9, wiga+AF8-tp50, ,
CC:2D:E0:17:25:02, 2018+AC0-02+AC0-28 18:29:18, 2018+AC0-02+AC0-28 18:29:19,9,54, WPA2, CCMP,PSK,+AC0-74,2,0,   0.  0.  0.  0,9, wiga+AF8-tp25, ,
C0:25:06:05:E3:C6, 2018+AC0-02+AC0-28 18:29:29, 2018+AC0-02+AC0-28 18:29:29,8,54, WPA2WPA , CCMP TKIP,PSK,+AC0-78,2,0,   0.  0.  0.  0,23, FRITZ+ACE-Box Fon WLAN 7340, ,
88:DC:96:39:F1:F8, 2018+AC0-02+AC0-28 18:29:20, 2018+AC0-02+AC0-28 18:29:32,12,54, WPA2, CCMP TKIP,PSK,+AC0-77,3,1,   0.  0.  0.  0,0, , ,
8A:DC:96:39:F1:F8, 2018+AC0-02+AC0-28 18:29:20, 2018+AC0-02+AC0-28 18:29:32,12,54, WPA2, CCMP TKIP,PSK,+AC0-75,4,0,   0.  0.  0.  0,18, Tan+AF8-GuestNetwork01, ,
72:A7:8E:C2:70:3B, 2018+AC0-02+AC0-28 18:29:19, 2018+AC0-02+AC0-28 18:29:30,4,+AC0-1,     ,       ,   ,+AC0-1,0,0,   0.  0.  0.  0,0, , ,
62:6F:52:36:B3:61, 2018+AC0-02+AC0-28 18:29:41, 2018+AC0-02+AC0-28 18:29:41,3,54, OPN ,       ,   ,+AC0-83,2,0,   0.  0.  0.  0,7, KPN Fon, ,
9C:6F:52:36:B3:60, 2018+AC0-02+AC0-28 18:29:41, 2018+AC0-02+AC0-28 18:29:41,3,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,11, H369A36B360, ,
E8:DE:27:5F:42:92, 2018+AC0-02+AC0-28 18:29:17, 2018+AC0-02+AC0-28 18:29:41,2,54, WPA2, CCMP,PSK,+AC0-79,7,58,   0.  0.  0.  0,9, wiga+AF8-tp25, ,
00:18:E7:E6:29:1C, 2018+AC0-02+AC0-28 18:29:42, 2018+AC0-02+AC0-28 18:29:42,4,54, WPA2WPA , CCMP TKIP,PSK,+AC0-78,2,0,   0.  0.  0.  0,11, Pinda M+ACY-M's, ,
54:FA:3E:2E:A0:5F, 2018+AC0-02+AC0-28 18:29:42, 2018+AC0-02+AC0-28 18:29:42,4,54, WPA2, CCMP,PSK,+AC0-77,2,0,   0.  0.  0.  0,12, HZN240168822, ,
DC:71:44:AD:B6:08, 2018+AC0-02+AC0-28 18:29:40, 2018+AC0-02+AC0-28 18:29:40,1,54, WPA2, CCMP TKIP,PSK,+AC0-72,2,0,   0.  0.  0.  0,18, Bont en blauw nest, ,
1C:3A:DE:BB:C9:ED, 2018+AC0-02+AC0-28 18:29:40, 2018+AC0-02+AC0-28 18:29:41,1,54, WPA2, CCMP TKIP,PSK,+AC0-69,2,0,   0.  0.  0.  0,12, HZN247351881, ,
FA:8F:CA:32:C1:93, 2018+AC0-02+AC0-28 18:29:52, 2018+AC0-02+AC0-28 18:29:52,1,54, OPN ,       ,   ,+AC0-79,2,0,   0.  0.  0.  0,0, , ,
92:5C:34:46:05:09, 2018+AC0-02+AC0-28 18:29:52, 2018+AC0-02+AC0-28 18:29:52,1,54, WPA2, CCMP TKIP,PSK,+AC0-77,2,28,   0.  0.  0.  0,15, Timmermans+AC0-gast, ,
90:5C:44:46:05:09, 2018+AC0-02+AC0-28 18:29:52, 2018+AC0-02+AC0-28 18:29:52,1,54, WPA2, CCMP TKIP,PSK,+AC0-76,3,0,   0.  0.  0.  0,4, Vwt1, ,
74:DA:38:3D:1B:DD, 2018+AC0-02+AC0-28 18:29:52, 2018+AC0-02+AC0-28 18:29:52,1,54, WPA2, CCMP,PSK,+AC0-65,3,0,   0.  0.  0.  0,16, Gorco 2 Extender, ,
54:88:0E:2D:A5:20, 2018+AC0-02+AC0-28 18:29:57, 2018+AC0-02+AC0-28 18:29:58,100,54, WPA2, CCMP TKIP,PSK,+AC0-88,3,0,   0.  0.  0.  0,12, UPC504489572, ,
DC:71:44:23:FF:B0, 2018+AC0-02+AC0-28 18:29:59, 2018+AC0-02+AC0-28 18:30:00,132,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,12, UPC505019003, ,
90:5C:44:CF:8A:A1, 2018+AC0-02+AC0-28 18:30:00, 2018+AC0-02+AC0-28 18:30:00,136,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,2,0,   0.  0.  0.  0,14, Jozef Eliasweg, ,
F8:04:2E:0D:FD:60, 2018+AC0-02+AC0-28 18:29:58, 2018+AC0-02+AC0-28 18:29:58,108,54, WPA2, CCMP,PSK,+AC0-73,2,0,   0.  0.  0.  0,12, UPC500465685, ,
54:FA:3E:2D:D9:14, 2018+AC0-02+AC0-28 18:30:11, 2018+AC0-02+AC0-28 18:30:11,128,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,12, HZN503834248, ,
38:43:7D:0D:CC:4E, 2018+AC0-02+AC0-28 18:30:07, 2018+AC0-02+AC0-28 18:30:08,44,54, WPA2WPA , CCMP TKIP,PSK,+AC0-67,2,0,   0.  0.  0.  0,9, NZFN 5GHz, ,
3A:43:7D:0D:CB:51, 2018+AC0-02+AC0-28 18:30:07, 2018+AC0-02+AC0-28 18:30:08,44,54, WPA2WPA , CCMP TKIP,PSK,+AC0-66,3,0,   0.  0.  0.  0,9, Gast NZFN, ,
88:D2:74:B9:79:4A, 2018+AC0-02+AC0-28 18:30:21, 2018+AC0-02+AC0-28 18:30:21,+AC0-1,54, WPA2, CCMP,PSK,+AC0-89,3,0,   0.  0.  0.  0,4, ANUP, ,
AC:22:05:5B:B5:F7, 2018+AC0-02+AC0-28 18:30:21, 2018+AC0-02+AC0-28 18:30:22,112,54, WPA2WPA , CCMP TKIP,PSK,+AC0-88,2,0,   0.  0.  0.  0,15, Daan+ACY-Eefke+AEA-5Ghz, ,
DC:71:44:25:02:C8, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:18,11,54, WPA2, CCMP TKIP,PSK,+AC0-85,2,0,   0.  0.  0.  0,12, UPC242421311, ,
80:71:7A:4B:F2:30, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:18,6,54, WPA2WPA , CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,15, Obi+AF8-Wlan+AF8-Kenobi, ,
F8:04:2E:A3:AB:38, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:18,6,54, WPA2, CCMP TKIP,PSK,+AC0-84,2,0,   0.  0.  0.  0,12, UPC243604691, ,
54:67:51:74:FA:8D, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:18,11,54, WPA2, CCMP TKIP,PSK,+AC0-74,2,0,   0.  0.  0.  0,8, Sambuca3, ,
AC:22:05:63:11:DA, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:18,6,54, WPA2, CCMP TKIP,PSK,+AC0-73,3,0,   0.  0.  0.  0,7, onshuis, ,
64:13:6C:0B:AE:1D, 2018+AC0-02+AC0-28 18:30:28, 2018+AC0-02+AC0-28 18:30:28,3,54, WPA2, CCMP,PSK,+AC0-86,3,8,   0.  0.  0.  0,9, Roze Huis, ,
64:13:6C:0B:AE:1E, 2018+AC0-02+AC0-28 18:30:21, 2018+AC0-02+AC0-28 18:30:32,+AC0-1,54, WPA2, CCMP,PSK,+AC0-85,4,0,   0.  0.  0.  0,9, Roze Huis, ,
6A:D8:2F:26:09:BE, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:30,6,54, OPN ,       ,   ,+AC0-85,2,0,   0.  0.  0.  0,7, KPN Fon, ,
62:EC:80:44:A3:48, 2018+AC0-02+AC0-28 18:30:16, 2018+AC0-02+AC0-28 18:30:28,3,54, OPN ,       ,   ,+AC0-84,4,0,   0.  0.  0.  0,7, KPN Fon, ,
6A:76:EA:08:7C:BA, 2018+AC0-02+AC0-28 18:30:16, 2018+AC0-02+AC0-28 18:30:28,3,54, OPN ,       ,   ,+AC0-84,5,0,   0.  0.  0.  0,7, KPN Fon, ,
74:A7:8E:C2:B0:8D, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:30,11,54, WPA2, CCMP,PSK,+AC0-84,4,0,   0.  0.  0.  0,11, H369AC2B08D, ,
D4:76:EA:08:7C:B9, 2018+AC0-02+AC0-28 18:30:16, 2018+AC0-02+AC0-28 18:30:28,3,54, WPA2, CCMP,PSK,+AC0-83,6,0,   0.  0.  0.  0,11, H369A087CB9, ,
3A:43:3D:0D:CC:58, 2018+AC0-02+AC0-28 18:30:04, 2018+AC0-02+AC0-28 18:30:28,3,54, WPA2, CCMP TKIP,PSK,+AC0-81,8,0,   0.  0.  0.  0,9, Gast NZFN, ,
AC:22:05:63:11:A9, 2018+AC0-02+AC0-28 18:30:19, 2018+AC0-02+AC0-28 18:30:30,36,54, WPA2WPA , CCMP TKIP,PSK,+AC0-81,4,0,   0.  0.  0.  0,7, onshuis, ,
84:9C:A6:5B:1E:E0, 2018+AC0-02+AC0-28 18:30:29, 2018+AC0-02+AC0-28 18:30:29,4,54, WPA2, CCMP TKIP,PSK,+AC0-81,2,0,   0.  0.  0.  0,13, VGV75195B1EE0, ,
1C:3A:DE:BE:9F:BF, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:30,12,54, WPA2, CCMP TKIP,PSK,+AC0-79,3,0,   0.  0.  0.  0,12, HZN244056316, ,
9C:80:DF:0C:66:03, 2018+AC0-02+AC0-28 18:30:16, 2018+AC0-02+AC0-28 18:30:28,2,54, WPA2, CCMP,PSK,+AC0-77,4,0,   0.  0.  0.  0,7,1771959, ,
84:9C:A6:6B:FF:66, 2018+AC0-02+AC0-28 18:30:17, 2018+AC0-02+AC0-28 18:30:29,9,54, WPA2, CCMP,PSK,+AC0-72,5,0,   0.  0.  0.  0,13, VGV75196BFF66, ,
00:5A:13:74:1A:2C, 2018+AC0-02+AC0-28 18:30:18, 2018+AC0-02+AC0-28 18:30:30,6,54, WPA2WPA , CCMP,PSK,+AC0-72,3,0,   0.  0.  0.  0,11, VFNL+AC0-741A26, ,
FA:8F:CA:31:F7:A2, 2018+AC0-02+AC0-28 18:30:27, 2018+AC0-02+AC0-28 18:30:39,1,54, OPN ,       ,   ,+AC0-87,2,0,   0.  0.  0.  0,0, , ,
00:5A:13:74:1A:30, 2018+AC0-02+AC0-28 18:30:19, 2018+AC0-02+AC0-28 18:30:42,+AC0-1,54, WPA2WPA , CCMP,PSK,+AC0-85,7,0,   0.  0.  0.  0,13, VFNL+AC0-741A265G, ,
38:D8:2F:10:F5:8F, 2018+AC0-02+AC0-28 18:30:40, 2018+AC0-02+AC0-28 18:30:40,4,54, WPA2WPA , CCMP TKIP,PSK,+AC0-85,0,0,   0.  0.  0.  0,11, H368N10F58F, ,
1C:3A:DE:E0:12:DF, 2018+AC0-02+AC0-28 18:30:16, 2018+AC0-02+AC0-28 18:30:40,3,54, WPA2, CCMP TKIP,PSK,+AC0-82,10,0,   0.  0.  0.  0,12, HZN247634477, ,
DC:02:8E:5C:55:D7, 2018+AC0-02+AC0-28 18:30:27, 2018+AC0-02+AC0-28 18:30:39,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,2,0,   0.  0.  0.  0,11, H368N5C55D7, ,
D8:B6:B7:75:AF:19, 2018+AC0-02+AC0-28 18:30:27, 2018+AC0-02+AC0-28 18:30:38,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-78,2,0,   0.  0.  0.  0,10, tele2+AC0-AF19, ,
FC:F5:28:84:8E:94, 2018+AC0-02+AC0-28 18:30:38, 2018+AC0-02+AC0-28 18:30:39,1,54, WPA2, CCMP,PSK,+AC0-74,3,0,   0.  0.  0.  0,17, Zy+AF8-private+AF8-HE93CU, ,
74:A7:8E:EB:41:B9, 2018+AC0-02+AC0-28 18:30:28, 2018+AC0-02+AC0-28 18:30:52,3,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,6,1,   0.  0.  0.  0,13, VGV75198EBEA2, ,
6A:A7:8E:EB:41:BA, 2018+AC0-02+AC0-28 18:30:17, 2018+AC0-02+AC0-28 18:30:52,3,54, OPN ,       ,   ,+AC0-85,9,0,   0.  0.  0.  0,7, KPN Fon, ,
